date_computed,date,stateid,state_de,state_en,num_users,num_detections,num_trend,detection_rate,detection_rate_trend
2020-10-28,2020-04-21,,Deutschland gesamt,Germany total,71089,132,140.7745,0.001856827357256397,0.001980257142455232
2020-10-28,2020-04-22,,Deutschland gesamt,Germany total,71089,134,138.9775,0.0018849611050936151,0.0019549789700234917
2020-10-28,2020-04-23,,Deutschland gesamt,Germany total,71089,133,137.163,0.001870894231175006,0.0019294546272981756
2020-10-28,2020-04-24,,Deutschland gesamt,Germany total,71089,123,135.3034,0.0017302254919889153,0.0019032958685591302
2020-10-28,2020-04-25,,Deutschland gesamt,Germany total,71089,122,133.3629,0.0017161586180703063,0.0018759990997200692
2020-10-28,2020-04-26,,Deutschland gesamt,Germany total,71089,133,131.2811,0.001870894231175006,0.001846714681596309
2020-10-28,2020-04-27,,Deutschland gesamt,Germany total,71089,142,128.9748,0.0019974960964424878,0.0018142722502778206
2020-10-28,2020-04-28,,Deutschland gesamt,Germany total,71089,144,126.3643,0.0020256298442797058,0.0017775506759132918
2020-10-28,2020-04-29,,Deutschland gesamt,Germany total,71089,131,123.3959,0.001842760483337788,0.0017357945673732926
2020-10-28,2020-04-30,,Deutschland gesamt,Germany total,71089,134,120.0513,0.0018849611050936151,0.0016887465008651127
2020-10-28,2020-05-01,,Deutschland gesamt,Germany total,71089,133,116.3271,0.001870894231175006,0.0016363586490174289
2020-10-28,2020-05-02,,Deutschland gesamt,Germany total,71089,120,112.2482,0.001688024870233088,0.0015789812769908143
2020-10-28,2020-05-03,,Deutschland gesamt,Germany total,71089,107,107.8726,0.0015051555092911702,0.0015174302634725486
2020-10-28,2020-05-04,,Deutschland gesamt,Germany total,71089,113,103.2738,0.0015895567528028246,0.0014527395236956491
2020-10-28,2020-05-05,,Deutschland gesamt,Germany total,71089,96,98.5236,0.0013504198961864706,0.0013859190592074723
2020-10-28,2020-05-06,,Deutschland gesamt,Germany total,71089,94,93.7133,0.0013222861483492524,0.0013182531755967872
2020-10-28,2020-05-07,,Deutschland gesamt,Germany total,71089,87,88.9291,0.001223818030918989,0.0012509544373953776
2020-10-28,2020-05-08,,Deutschland gesamt,Germany total,71089,67,84.2578,0.0009424805525468076,0.001185243849259379
2020-10-28,2020-05-09,,Deutschland gesamt,Germany total,71089,64,79.7823,0.0009002799307909803,0.0011222875550366443
2020-10-28,2020-05-10,,Deutschland gesamt,Germany total,71089,66,75.5511,0.0009284136786281985,0.0010627677981122257
2020-10-28,2020-05-11,,Deutschland gesamt,Germany total,71089,73,71.5809,0.0010268817960584619,0.0010069194952805637
2020-10-28,2020-05-12,,Deutschland gesamt,Germany total,71089,73,67.8695,0.0010268817960584619,0.0009547116994190381
2020-10-28,2020-05-13,,Deutschland gesamt,Germany total,71089,71,64.4176,0.0009987480482212439,0.0009061542573393914
2020-10-28,2020-05-14,,Deutschland gesamt,Germany total,71089,65,61.2359,0.0009143468047095893,0.000861397684592553
2020-10-28,2020-05-15,,Deutschland gesamt,Germany total,71089,54,58.3484,0.0007596111916048896,0.0008207795861525693
2020-10-28,2020-05-16,,Deutschland gesamt,Germany total,71089,52,55.7868,0.0007314774437676715,0.0007847458819226603
2020-10-28,2020-05-17,,Deutschland gesamt,Germany total,71089,46,53.5737,0.0006470762002560171,0.0007536144832533866
2020-10-28,2020-05-18,,Deutschland gesamt,Germany total,71089,41,51.7246,0.0005767418306629718,0.0007276034266904866
2020-10-28,2020-05-19,,Deutschland gesamt,Germany total,71089,39,50.2395,0.0005486080828257537,0.0007067127122339603
2020-10-28,2020-05-20,,Deutschland gesamt,Germany total,71089,41,49.0971,0.0005767418306629718,0.0006906427154693412
2020-10-28,2020-05-21,,Deutschland gesamt,Germany total,71089,46,48.2536,0.0006470762002560171,0.0006787773073189945
2020-10-28,2020-05-22,,Deutschland gesamt,Germany total,71089,49,47.6489,0.0006892768220118443,0.0006702710686604115
2020-10-28,2020-05-23,,Deutschland gesamt,Germany total,71089,52,47.2186,0.0007314774437676715,0.0006642180928132342
2020-10-28,2020-05-24,,Deutschland gesamt,Germany total,71089,53,46.9009,0.0007455443176862806,0.000659749046969292
2020-10-28,2020-05-25,,Deutschland gesamt,Germany total,71089,55,46.6435,0.0007736780655234987,0.0006561282336226421
2020-10-28,2020-05-26,,Deutschland gesamt,Germany total,71089,57,46.4064,0.0008018118133607168,0.0006527929778165398
2020-10-28,2020-05-27,,Deutschland gesamt,Germany total,71089,57,46.1661,0.0008018118133607168,0.0006494127080138981
2020-10-28,2020-05-28,,Deutschland gesamt,Germany total,71089,50,45.9207,0.0007033436959304534,0.0006459606971542714
2020-10-28,2020-05-29,,Deutschland gesamt,Germany total,71089,52,45.6896,0.0007314774437676715,0.0006427098425916809
2020-10-28,2020-05-30,,Deutschland gesamt,Germany total,71089,40,45.5005,0.0005626749567443626,0.0006400497967336719
2020-10-28,2020-05-31,,Deutschland gesamt,Germany total,71089,37,45.3936,0.0005204743349885355,0.0006385460479117726
2020-10-28,2020-06-01,,Deutschland gesamt,Germany total,71089,39,45.3984,0.0005486080828257537,0.0006386135689065819
2020-10-28,2020-06-02,,Deutschland gesamt,Germany total,71089,40,45.5272,0.0005626749567443626,0.0006404253822672988
2020-10-28,2020-06-03,,Deutschland gesamt,Germany total,71089,38,45.7799,0.0005345412089071445,0.0006439800813065312
2020-10-28,2020-06-04,,Deutschland gesamt,Germany total,71089,41,46.145,0.0005767418306629718,0.0006491158969742154
2020-10-28,2020-06-05,,Deutschland gesamt,Germany total,71089,43,46.5957,0.0006048755785001899,0.0006554558370493325
2020-10-28,2020-06-06,,Deutschland gesamt,Germany total,71089,53,47.0948,0.0007455443176862806,0.0006624766138221103
2020-10-28,2020-06-07,,Deutschland gesamt,Germany total,71089,52,47.5979,0.0007314774437676715,0.0006695536580905625
2020-10-28,2020-06-08,,Deutschland gesamt,Germany total,71089,55,48.0724,0.0007736780655234987,0.0006762283897649426
2020-10-28,2020-06-09,,Deutschland gesamt,Germany total,71089,55,48.4946,0.0007736780655234987,0.0006821674239333793
2020-10-28,2020-06-10,,Deutschland gesamt,Germany total,71089,48,48.8545,0.0006752099480932353,0.0006872300918566867
2020-10-28,2020-06-11,,Deutschland gesamt,Germany total,71089,54,49.1554,0.0007596111916048896,0.0006914628142187961
2020-10-28,2020-06-12,,Deutschland gesamt,Germany total,71089,47,49.3984,0.0006611430741746262,0.0006948810645810182
2020-10-28,2020-06-13,,Deutschland gesamt,Germany total,71089,48,49.5948,0.0006752099480932353,0.000697643798618633
2020-10-28,2020-06-14,,Deutschland gesamt,Germany total,71089,55,49.7508,0.0007736780655234987,0.000699838230949936
2020-10-28,2020-06-15,,Deutschland gesamt,Germany total,71089,57,49.8695,0.0008018118133607168,0.0007015079688840749
2020-10-28,2020-06-16,,Deutschland gesamt,Germany total,71089,53,49.9646,0.0007455443176862806,0.0007028457285937346
2020-10-28,2020-06-17,,Deutschland gesamt,Germany total,71089,57,50.0637,0.0008018118133607168,0.0007042397557990687
2020-10-28,2020-06-18,,Deutschland gesamt,Germany total,71089,45,50.201,0.0006330093263374081,0.0007061711375880938
2020-10-28,2020-06-19,,Deutschland gesamt,Germany total,71089,47,50.4241,0.0006611430741746262,0.0007093094571593355
2020-10-28,2020-06-20,,Deutschland gesamt,Germany total,71089,43,50.7705,0.0006048755785001899,0.0007141822222847417
2020-10-28,2020-06-21,,Deutschland gesamt,Germany total,71089,49,51.2708,0.0006892768220118443,0.0007212198793062217
2020-10-28,2020-06-22,,Deutschland gesamt,Germany total,71089,52,51.9398,0.0007314774437676715,0.0007306306179577712
2020-10-28,2020-06-23,,Deutschland gesamt,Germany total,71089,42,52.7882,0.0005908087045815809,0.0007425649537903192
2020-10-28,2020-06-24,,Deutschland gesamt,Germany total,71089,43,53.8264,0.0006048755785001899,0.0007571691822926191
2020-10-28,2020-06-25,,Deutschland gesamt,Germany total,71089,53,55.0434,0.0007455443176862806,0.0007742885678515664
2020-10-28,2020-06-26,,Deutschland gesamt,Germany total,71089,55,56.4068,0.0007736780655234987,0.0007934673437521979
2020-10-28,2020-06-27,,Deutschland gesamt,Germany total,71089,61,57.8796,0.0008580793090351531,0.0008141850356595254
2020-10-28,2020-06-28,,Deutschland gesamt,Germany total,71089,71,59.4224,0.0009987480482212439,0.0008358874087411555
2020-10-28,2020-06-29,,Deutschland gesamt,Germany total,71089,73,61.0018,0.0010268817960584619,0.0008581046294082067
2020-10-28,2020-06-30,,Deutschland gesamt,Germany total,71089,64,62.6077,0.0009002799307909803,0.000880694622234101
2020-10-28,2020-07-01,,Deutschland gesamt,Germany total,71089,59,64.254,0.000829945561197935,0.0009038529167663071
2020-10-28,2020-07-02,,Deutschland gesamt,Germany total,71089,64,65.9573,0.0009002799307909803,0.000927813023111874
2020-10-28,2020-07-03,,Deutschland gesamt,Germany total,71089,59,67.7237,0.000829945561197935,0.0009526607492017048
2020-10-28,2020-07-04,,Deutschland gesamt,Germany total,71089,67,69.5554,0.0009424805525468076,0.0009784270421584213
2020-10-28,2020-07-05,,Deutschland gesamt,Germany total,71089,68,71.4371,0.0009565474264654166,0.0010048966788110678
2020-10-28,2020-07-06,,Deutschland gesamt,Germany total,71089,72,73.3486,0.0010128149221398529,0.001031785508306489
2020-10-28,2020-07-07,,Deutschland gesamt,Germany total,71089,75,75.2626,0.00105501554389568,0.0010587095049867069
2020-10-28,2020-07-08,,Deutschland gesamt,Germany total,71089,75,77.1492,0.00105501554389568,0.0010852480693215546
2020-10-28,2020-07-09,,Deutschland gesamt,Germany total,71089,78,78.978,0.0010972161656515073,0.0011109735683439068
2020-10-28,2020-07-10,,Deutschland gesamt,Germany total,71089,90,80.7141,0.0012660186526748162,0.0011353950681540041
2020-10-28,2020-07-11,,Deutschland gesamt,Germany total,71089,99,82.3209,0.0013926205179422978,0.0011579977211664252
2020-10-28,2020-07-12,,Deutschland gesamt,Germany total,71089,99,83.7803,0.0013926205179422978,0.0011785269169632432
2020-10-28,2020-07-13,,Deutschland gesamt,Germany total,71089,94,85.1075,0.0013222861483492524,0.0011971964720280213
2020-10-28,2020-07-14,,Deutschland gesamt,Germany total,71089,82,86.3482,0.0011534836613259435,0.0012146492424988395
2020-10-28,2020-07-15,,Deutschland gesamt,Germany total,71089,77,87.5657,0.0010831492917328983,0.0012317756614947462
2020-10-28,2020-07-16,,Deutschland gesamt,Germany total,71089,77,88.815,0.0010831492917328983,0.0012493494070812644
2020-10-28,2020-07-17,,Deutschland gesamt,Germany total,71089,84,90.1295,0.0011816174091631617,0.0012678403128472758
2020-10-28,2020-07-18,,Deutschland gesamt,Germany total,71089,95,91.5194,0.0013363530222678614,0.0012873918609067508
2020-10-28,2020-07-19,,Deutschland gesamt,Germany total,71089,91,92.9823,0.0012800855265934251,0.001307970290762284
2020-10-28,2020-07-20,,Deutschland gesamt,Germany total,71089,95,94.5229,0.0013363530222678614,0.001329641716721293
2020-10-28,2020-07-21,,Deutschland gesamt,Germany total,71089,89,96.142,0.001251951778756207,0.0013524173922829128
2020-10-28,2020-07-22,,Deutschland gesamt,Germany total,71089,78,97.8413,0.0010972161656515073,0.0013763212311328054
2020-10-28,2020-07-23,,Deutschland gesamt,Germany total,71089,101,99.6081,0.0014207542657795158,0.0014011745839722037
2020-10-28,2020-07-24,,Deutschland gesamt,Germany total,71089,112,101.3902,0.0015754898788842156,0.001426243159982557
2020-10-28,2020-07-25,,Deutschland gesamt,Germany total,71089,110,103.1381,0.0015473561310469974,0.0014508306489048938
2020-10-28,2020-07-26,,Deutschland gesamt,Germany total,71089,120,104.8235,0.001688024870233088,0.0014745389582073176
2020-10-28,2020-07-27,,Deutschland gesamt,Germany total,71089,104,106.4319,0.001462954887535343,0.0014971641182180083
2020-10-28,2020-07-28,,Deutschland gesamt,Germany total,71089,102,107.979,0.0014348211396981248,0.0015189269788574884
2020-10-28,2020-07-29,,Deutschland gesamt,Germany total,71089,112,109.4758,0.0015754898788842156,0.0015399822757388626
2020-10-28,2020-07-30,,Deutschland gesamt,Germany total,71089,110,110.9213,0.0015473561310469974,0.001560315941988212
2020-10-28,2020-07-31,,Deutschland gesamt,Germany total,71089,123,112.3196,0.0017302254919889153,0.001579985651788603
2020-10-28,2020-08-01,,Deutschland gesamt,Germany total,71089,121,113.6727,0.0017020917441516973,0.001599019538887873
2020-10-28,2020-08-02,,Deutschland gesamt,Germany total,71089,108,115.0043,0.0015192223832097792,0.0016177509881978927
2020-10-28,2020-08-03,,Deutschland gesamt,Germany total,71089,114,116.3525,0.0016036236267214336,0.0016367159476149617
2020-10-28,2020-08-04,,Deutschland gesamt,Germany total,71089,106,117.7415,0.0014910886353725612,0.0016562548354879096
2020-10-28,2020-08-05,,Deutschland gesamt,Germany total,71089,96,119.1909,0.0013504198961864706,0.0016766433625455416
2020-10-28,2020-08-06,,Deutschland gesamt,Germany total,71089,110,120.6966,0.0015473561310469974,0.0016978238546047912
2020-10-28,2020-08-07,,Deutschland gesamt,Germany total,71089,128,122.2083,0.0018005598615819607,0.0017190887479075524
2020-10-28,2020-08-08,,Deutschland gesamt,Germany total,71089,124,123.6541,0.0017442923659075243,0.0017394266342190775
2020-10-28,2020-08-09,,Deutschland gesamt,Germany total,71089,136,124.974,0.0019130948529308331,0.0017579935011042497
2020-10-28,2020-08-10,,Deutschland gesamt,Germany total,71089,142,126.1083,0.0019974960964424878,0.001773949556190128
2020-10-28,2020-08-11,,Deutschland gesamt,Germany total,71089,137,127.0197,0.0019271617268494423,0.0017867701050795482
2020-10-28,2020-08-12,,Deutschland gesamt,Germany total,71089,135,127.7025,0.0018990279790122241,0.0017963749665911744
2020-10-28,2020-08-13,,Deutschland gesamt,Germany total,71089,128,128.171,0.0018005598615819607,0.0018029652970220427
2020-10-28,2020-08-14,,Deutschland gesamt,Germany total,71089,129,128.4541,0.0018146267355005697,0.0018069476290284011
2020-10-28,2020-08-15,,Deutschland gesamt,Germany total,71089,122,128.5804,0.0017161586180703063,0.0018087242752043214
2020-10-28,2020-08-16,,Deutschland gesamt,Germany total,71089,130,128.5794,0.0018286936094191787,0.0018087102083304027
2020-10-28,2020-08-17,,Deutschland gesamt,Germany total,71089,127,128.4677,0.0017864929876633515,0.0018071389385136943
2020-10-28,2020-08-18,,Deutschland gesamt,Germany total,71089,123,128.2646,0.0017302254919889153,0.0018042819564208247
2020-10-28,2020-08-19,,Deutschland gesamt,Germany total,71089,121,127.9865,0.0017020917441516973,0.0018003699587840595
2020-10-28,2020-08-20,,Deutschland gesamt,Germany total,71089,121,127.6393,0.0017020917441516973,0.0017954859401595185
2020-10-28,2020-08-21,,Deutschland gesamt,Germany total,71089,131,127.2148,0.001842760483337788,0.0017895145521810687
2020-10-28,2020-08-22,,Deutschland gesamt,Germany total,71089,132,126.6916,0.001856827357256397,0.0017821547637468524
2020-10-28,2020-08-23,,Deutschland gesamt,Germany total,71089,133,126.056,0.001870894231175006,0.0017732138586841846
2020-10-28,2020-08-24,,Deutschland gesamt,Germany total,71089,128,125.3047,0.0018005598615819607,0.0017626454163091336
2020-10-28,2020-08-25,,Deutschland gesamt,Germany total,71089,127,124.4484,0.0017864929876633515,0.0017505999521726288
2020-10-28,2020-08-26,,Deutschland gesamt,Germany total,71089,119,123.5032,0.001673957996314479,0.0017373039429447595
2020-10-28,2020-08-27,,Deutschland gesamt,Germany total,71089,123,122.4903,0.0017302254919889153,0.0017230556063526003
2020-10-28,2020-08-28,,Deutschland gesamt,Germany total,71089,125,121.4218,0.0017583592398261335,0.0017080251515705666
2020-10-28,2020-08-29,,Deutschland gesamt,Germany total,71089,119,120.3109,0.001673957996314479,0.0016923982613343837
2020-10-28,2020-08-30,,Deutschland gesamt,Germany total,71089,123,119.1781,0.0017302254919889153,0.0016764633065593833
2020-10-28,2020-08-31,,Deutschland gesamt,Germany total,71089,126,118.0409,0.0017724261137447425,0.0016604664575391409
2020-10-28,2020-09-01,,Deutschland gesamt,Germany total,71089,119,116.9247,0.001673957996314479,0.0016447650128711896
2020-10-28,2020-09-02,,Deutschland gesamt,Germany total,71089,107,115.871,0.0015051555092911702,0.0016299427478231512
2020-10-28,2020-09-03,,Deutschland gesamt,Germany total,71089,106,114.925,0.0014910886353725612,0.001616635485096147
2020-10-28,2020-09-04,,Deutschland gesamt,Germany total,71089,112,114.1145,0.0015754898788842156,0.0016052342837851146
2020-10-28,2020-09-05,,Deutschland gesamt,Germany total,71089,118,113.4493,0.00165989112239587,0.0015958769992544556
2020-10-28,2020-09-06,,Deutschland gesamt,Germany total,71089,126,112.9351,0.0017724261137447425,0.001588643812685507
2020-10-28,2020-09-07,,Deutschland gesamt,Germany total,71089,137,112.5866,0.0019271617268494423,0.0015837415071248717
2020-10-28,2020-09-08,,Deutschland gesamt,Germany total,71089,132,112.4446,0.001856827357256397,0.001581744011028429
2020-10-28,2020-09-09,,Deutschland gesamt,Germany total,71089,121,112.5988,0.0017020917441516973,0.0015839131229866787
2020-10-28,2020-09-10,,Deutschland gesamt,Germany total,71089,116,113.178,0.0016317573745586518,0.001592060656360337
2020-10-28,2020-09-11,,Deutschland gesamt,Germany total,71089,104,114.3277,0.001462954887535343,0.0016082333413045618
2020-10-28,2020-09-12,,Deutschland gesamt,Germany total,71089,107,116.1993,0.0015051555092911702,0.0016345609025306305
2020-10-28,2020-09-13,,Deutschland gesamt,Germany total,71089,115,118.9232,0.0016176905006400428,0.0016728776603975298
2020-10-28,2020-09-14,,Deutschland gesamt,Germany total,71089,113,122.6117,0.0015895567528028246,0.0017247633248463194
2020-10-28,2020-09-15,,Deutschland gesamt,Germany total,71089,117,127.369,0.0016458242484772608,0.0017916836641393183
2020-10-28,2020-09-16,,Deutschland gesamt,Germany total,71089,111,133.2804,0.0015614230049656064,0.0018748385826217837
2020-10-28,2020-09-17,,Deutschland gesamt,Germany total,71089,120,140.4102,0.001688024870233088,0.001975132580286683
2020-10-28,2020-09-18,,Deutschland gesamt,Germany total,71089,120,148.7781,0.001688024870233088,0.0020928427745502114
2020-10-28,2020-09-19,,Deutschland gesamt,Germany total,71089,125,158.3632,0.0017583592398261335,0.0022276751677474714
2020-10-28,2020-09-20,,Deutschland gesamt,Germany total,71089,144,169.0869,0.0020256298442797058,0.0023785241035884598
2020-10-28,2020-09-21,,Deutschland gesamt,Germany total,71089,175,180.8039,0.002461702935756587,0.002543345665292802
2020-10-28,2020-09-22,,Deutschland gesamt,Germany total,71089,208,193.3187,0.002925909775070686,0.002719389779009411
2020-10-28,2020-09-23,,Deutschland gesamt,Germany total,71089,209,206.4244,0.002939976648989295,0.0029037460085245253
2020-10-28,2020-09-24,,Deutschland gesamt,Germany total,71089,228,219.943,0.0032072472534428673,0.0030939104502806345
2020-10-28,2020-09-25,,Deutschland gesamt,Germany total,71089,239,233.7022,0.003361982866547567,0.0032874593819015602
2020-10-28,2020-09-26,,Deutschland gesamt,Germany total,71089,242,247.5454,0.0034041834883033945,0.003482189930931649
2020-10-28,2020-09-27,,Deutschland gesamt,Germany total,71089,245,261.3268,0.0034463841100592215,0.003676051147153568
2020-10-28,2020-09-28,,Deutschland gesamt,Germany total,71089,309,274.8895,0.004346664040850202,0.0038668359380494874
2020-10-28,2020-09-29,,Deutschland gesamt,Germany total,71089,327,288.0438,0.0045998677713851655,0.0040518758176370465
2020-10-28,2020-09-30,,Deutschland gesamt,Germany total,71089,327,300.6685,0.0045998677713851655,0.00422946588079731
2020-10-28,2020-10-01,,Deutschland gesamt,Germany total,71089,337,312.7199,0.0047405365105712555,0.004398991405140036
2020-10-28,2020-10-02,,Deutschland gesamt,Germany total,71089,319,324.2074,0.004487332780036293,0.004560584619280057
2020-10-28,2020-10-03,,Deutschland gesamt,Germany total,71089,294,335.1886,0.0041356609320710655,0.004715055775155088
2020-10-28,2020-10-04,,Deutschland gesamt,Germany total,71089,311,345.711,0.00437479778868742,0.004863073049276259
2020-10-28,2020-10-05,,Deutschland gesamt,Germany total,71089,371,355.7394,0.005218810223803964,0.005004141287681638
2020-10-28,2020-10-06,,Deutschland gesamt,Germany total,71089,394,365.1695,0.005542348323931972,0.005136793315421514
2020-10-28,2020-10-07,,Deutschland gesamt,Germany total,71089,404,373.9273,0.005683017063118063,0.005259988183825909
2020-10-28,2020-10-08,,Deutschland gesamt,Germany total,71089,397,381.9966,0.0055845489456878,0.0053734980095373405
2020-10-28,2020-10-09,,Deutschland gesamt,Germany total,71089,401,389.4212,0.005640816441362236,0.005477938921633446
2020-10-28,2020-10-10,,Deutschland gesamt,Germany total,71089,348,396.2749,0.004895272123675956,0.005574349055409417
2020-10-28,2020-10-11,,Deutschland gesamt,Germany total,71089,355,402.6549,0.004993740241106219,0.005664095711010142
2020-10-28,2020-10-12,,Deutschland gesamt,Germany total,71089,440,408.5617,0.00618942452418799,0.005747185921872582
2020-10-28,2020-10-13,,Deutschland gesamt,Germany total,71089,463,413.9003,0.006512962624315998,0.0058222833349744684
2020-10-28,2020-10-14,,Deutschland gesamt,Germany total,71089,452,418.6389,0.0063582270112112985,0.005888940623725189
2020-10-28,2020-10-15,,Deutschland gesamt,Germany total,71089,448,422.8437,0.0063019595155368625,0.0059480890151781575
2020-10-28,2020-10-16,,Deutschland gesamt,Germany total,71089,415,426.6477,0.005837752676222763,0.006001599403564545
2020-10-28,2020-10-17,,Deutschland gesamt,Germany total,71089,379,430.2341,0.005331345215152837,0.006052048840186245
2020-10-28,2020-10-18,,Deutschland gesamt,Germany total,71089,405,433.7631,0.005697083937036673,0.006101690838245017
2020-10-28,2020-04-21,1,Schleswig-Holstein,Schleswig-Holstein,3073,8,6.6137,0.0026033192320208264,0.0021521965506020174
2020-10-28,2020-04-22,1,Schleswig-Holstein,Schleswig-Holstein,3073,7,6.5375,0.002277904328018223,0.002127399934917019
2020-10-28,2020-04-23,1,Schleswig-Holstein,Schleswig-Holstein,3073,5,6.4642,0.0016270745200130166,0.0021035470224536282
2020-10-28,2020-04-24,1,Schleswig-Holstein,Schleswig-Holstein,3073,4,6.3972,0.0013016596160104132,0.002081744223885454
2020-10-28,2020-04-25,1,Schleswig-Holstein,Schleswig-Holstein,3073,5,6.3376,0.0016270745200130166,0.002062349495606899
2020-10-28,2020-04-26,1,Schleswig-Holstein,Schleswig-Holstein,3073,6,6.2811,0.0019524894240156199,0.002043963553530752
2020-10-28,2020-04-27,1,Schleswig-Holstein,Schleswig-Holstein,3073,7,6.2212,0.002277904328018223,0.0020244712007809955
2020-10-28,2020-04-28,1,Schleswig-Holstein,Schleswig-Holstein,3073,8,6.1505,0.0026033192320208264,0.002001464367068012
2020-10-28,2020-04-29,1,Schleswig-Holstein,Schleswig-Holstein,3073,8,6.0634,0.0026033192320208264,0.001973120728929385
2020-10-28,2020-04-30,1,Schleswig-Holstein,Schleswig-Holstein,3073,8,5.9578,0.0026033192320208264,0.00193875691506671
2020-10-28,2020-05-01,1,Schleswig-Holstein,Schleswig-Holstein,3073,5,5.8356,0.0016270745200130166,0.001898991213797592
2020-10-28,2020-05-02,1,Schleswig-Holstein,Schleswig-Holstein,3073,5,5.7027,0.0016270745200130166,0.0018557435730556459
2020-10-28,2020-05-03,1,Schleswig-Holstein,Schleswig-Holstein,3073,5,5.5635,0.0016270745200130166,0.0018104458184184837
2020-10-28,2020-05-04,1,Schleswig-Holstein,Schleswig-Holstein,3073,5,5.4209,0.0016270745200130166,0.0017640416531077123
2020-10-28,2020-05-05,1,Schleswig-Holstein,Schleswig-Holstein,3073,7,5.2765,0.002277904328018223,0.0017170517409697366
2020-10-28,2020-05-06,1,Schleswig-Holstein,Schleswig-Holstein,3073,5,5.1312,0.0016270745200130166,0.001669768955418158
2020-10-28,2020-05-07,1,Schleswig-Holstein,Schleswig-Holstein,3073,4,4.9895,0.0013016596160104132,0.0016236576635209892
2020-10-28,2020-05-08,1,Schleswig-Holstein,Schleswig-Holstein,3073,4,4.8554,0.0013016596160104132,0.0015800195248942403
2020-10-28,2020-05-09,1,Schleswig-Holstein,Schleswig-Holstein,3073,2,4.731,0.0006508298080052066,0.0015395379108363162
2020-10-28,2020-05-10,1,Schleswig-Holstein,Schleswig-Holstein,3073,3,4.6167,0.0009762447120078099,0.0015023429873088187
2020-10-28,2020-05-11,1,Schleswig-Holstein,Schleswig-Holstein,3073,6,4.5076,0.0019524894240156199,0.0014668402212821348
2020-10-28,2020-05-12,1,Schleswig-Holstein,Schleswig-Holstein,3073,6,4.3951,0.0019524894240156199,0.001430231044581842
2020-10-28,2020-05-13,1,Schleswig-Holstein,Schleswig-Holstein,3073,5,4.2742,0.0016270745200130166,0.0013908883826879272
2020-10-28,2020-05-14,1,Schleswig-Holstein,Schleswig-Holstein,3073,5,4.1426,0.0016270745200130166,0.0013480637813211844
2020-10-28,2020-05-15,1,Schleswig-Holstein,Schleswig-Holstein,3073,5,3.9997,0.0016270745200130166,0.0013015619915392124
2020-10-28,2020-05-16,1,Schleswig-Holstein,Schleswig-Holstein,3073,3,3.8467,0.0009762447120078099,0.0012517735112268142
2020-10-28,2020-05-17,1,Schleswig-Holstein,Schleswig-Holstein,3073,4,3.6864,0.0013016596160104132,0.0011996095021151968
2020-10-28,2020-05-18,1,Schleswig-Holstein,Schleswig-Holstein,3073,3,3.5204,0.0009762447120078099,0.0011455906280507648
2020-10-28,2020-05-19,1,Schleswig-Holstein,Schleswig-Holstein,3073,3,3.3506,0.0009762447120078099,0.0010903351773511227
2020-10-28,2020-05-20,1,Schleswig-Holstein,Schleswig-Holstein,3073,3,3.178,0.0009762447120078099,0.0010341685649202733
2020-10-28,2020-05-21,1,Schleswig-Holstein,Schleswig-Holstein,3073,3,3.0028,0.0009762447120078099,0.0009771558737390173
2020-10-28,2020-05-22,1,Schleswig-Holstein,Schleswig-Holstein,3073,3,2.825,0.0009762447120078099,0.0009192971038073544
2020-10-28,2020-05-23,1,Schleswig-Holstein,Schleswig-Holstein,3073,3,2.6445,0.0009762447120078099,0.0008605597136348845
2020-10-28,2020-05-24,1,Schleswig-Holstein,Schleswig-Holstein,3073,2,2.4614,0.0006508298080052066,0.0008009762447120077
2020-10-28,2020-05-25,1,Schleswig-Holstein,Schleswig-Holstein,3073,3,2.2768,0.0009762447120078099,0.0007409046534331273
2020-10-28,2020-05-26,1,Schleswig-Holstein,Schleswig-Holstein,3073,2,2.0906,0.0006508298080052066,0.0006803123983078424
2020-10-28,2020-05-27,1,Schleswig-Holstein,Schleswig-Holstein,3073,2,1.9044,0.0006508298080052066,0.0006197201431825578
2020-10-28,2020-05-28,1,Schleswig-Holstein,Schleswig-Holstein,3073,1,1.7195,0.0003254149040026033,0.0005595509274324764
2020-10-28,2020-05-29,1,Schleswig-Holstein,Schleswig-Holstein,3073,2,1.5374,0.0006508298080052066,0.0005002928734136023
2020-10-28,2020-05-30,1,Schleswig-Holstein,Schleswig-Holstein,3073,1,1.3581,0.0003254149040026033,0.0004419459811259356
2020-10-28,2020-05-31,1,Schleswig-Holstein,Schleswig-Holstein,3073,2,1.1825,0.0006508298080052066,0.00038480312398307844
2020-10-28,2020-06-01,1,Schleswig-Holstein,Schleswig-Holstein,3073,2,1.0111,0.0006508298080052066,0.00032902700943703223
2020-10-28,2020-06-02,1,Schleswig-Holstein,Schleswig-Holstein,3073,1,0.8455,0.0003254149040026033,0.0002751383013342011
2020-10-28,2020-06-03,1,Schleswig-Holstein,Schleswig-Holstein,3073,1,0.6898,0.0003254149040026033,0.00022447120078099576
2020-10-28,2020-06-04,1,Schleswig-Holstein,Schleswig-Holstein,3073,0,0.5481,0.0,0.0001783599088838269
2020-10-28,2020-06-05,1,Schleswig-Holstein,Schleswig-Holstein,3073,0,0.4253,0.0,0.0001383989586723072
2020-10-28,2020-06-06,1,Schleswig-Holstein,Schleswig-Holstein,3073,0,0.3249,0.0,0.00010572730231044583
