,date,bundesland,trend,new_detections
0,2020-04-21,all,162.0079,141
1,2020-04-22,all,158.9972,155
2,2020-04-23,all,155.9444,158
3,2020-04-24,all,152.7997,143
4,2020-04-25,all,149.517,143
5,2020-04-26,all,146.0309,154
6,2020-04-27,all,142.2628,157
7,2020-04-28,all,138.1502,161
8,2020-04-29,all,133.6599,145
9,2020-04-30,all,128.8046,142
10,2020-05-01,all,123.6194,137
11,2020-05-02,all,118.166,121
12,2020-05-03,all,112.5329,112
13,2020-05-04,all,106.814,111
14,2020-05-05,all,101.1026,93
15,2020-05-06,all,95.4998,89
16,2020-05-07,all,90.0909,85
17,2020-05-08,all,84.9481,72
18,2020-05-09,all,80.1333,64
19,2020-05-10,all,75.6828,68
20,2020-05-11,all,71.6002,73
21,2020-05-12,all,67.8742,71
22,2020-05-13,all,64.4959,71
23,2020-05-14,all,61.4629,68
24,2020-05-15,all,58.7857,56
25,2020-05-16,all,56.4879,54
26,2020-05-17,all,54.5876,48
27,2020-05-18,all,53.0978,39
28,2020-05-19,all,52.0184,38
29,2020-05-20,all,51.321,43
30,2020-05-21,all,50.9494,46
31,2020-05-22,all,50.8305,47
32,2020-05-23,all,50.8815,54
33,2020-05-24,all,51.0117,58
34,2020-05-25,all,51.137,70
35,2020-05-26,all,51.1868,70
36,2020-05-27,all,51.1287,68
37,2020-05-28,all,50.9677,56
38,2020-05-29,all,50.7424,53
39,2020-05-30,all,50.5018,43
40,2020-05-31,all,50.2991,42
41,2020-06-01,all,50.1727,44
42,2020-06-02,all,50.1444,42
43,2020-06-03,all,50.2234,42
44,2020-06-04,all,50.403,45
45,2020-06-05,all,50.6597,47
46,2020-06-06,all,50.9595,55
47,2020-06-07,all,51.2608,55
48,2020-06-08,all,51.5303,59
49,2020-06-09,all,51.742,59
50,2020-06-10,all,51.8849,58
51,2020-06-11,all,51.9627,62
52,2020-06-12,all,51.9911,47
53,2020-06-13,all,52.0059,50
54,2020-06-14,all,52.033,52
55,2020-06-15,all,52.0942,46
56,2020-06-16,all,52.2114,53
57,2020-06-17,all,52.3942,59
58,2020-06-18,all,52.6536,49
59,2020-06-19,all,53.0142,55
60,2020-06-20,all,53.4929,52
61,2020-06-21,all,54.1109,53
62,2020-06-22,all,54.8862,60
63,2020-06-23,all,55.8347,50
64,2020-06-24,all,56.9823,49
65,2020-06-25,all,58.3437,57
66,2020-06-26,all,59.917,55
67,2020-06-27,all,61.6982,57
68,2020-06-28,all,63.6732,63
69,2020-06-29,all,65.8184,71
70,2020-06-30,all,68.109,65
71,2020-07-01,all,70.5306,67
72,2020-07-02,all,73.0625,75
73,2020-07-03,all,75.677,68
74,2020-07-04,all,78.3501,75
75,2020-07-05,all,81.0427,79
76,2020-07-06,all,83.7089,79
77,2020-07-07,all,86.2986,82
78,2020-07-08,all,88.7524,82
79,2020-07-09,all,91.0022,92
80,2020-07-10,all,92.9667,113
81,2020-07-11,all,94.5662,127
82,2020-07-12,all,95.7613,120
83,2020-07-13,all,96.5773,109
84,2020-07-14,all,97.0882,101
85,2020-07-15,all,97.3927,92
86,2020-07-16,all,97.5973,88
87,2020-07-17,all,97.7978,88
88,2020-07-18,all,98.0708,94
89,2020-07-19,all,98.4733,89
90,2020-07-20,all,99.054,94
91,2020-07-21,all,99.8429,86
92,2020-07-22,all,100.8597,78
93,2020-07-23,all,102.0966,101
94,2020-07-24,all,103.4998,111
95,2020-07-25,all,105.0137,112
96,2020-07-26,all,106.5973,121
97,2020-07-27,all,108.2239,105
98,2020-07-28,all,109.8953,102
99,2020-07-29,all,111.6071,109
100,2020-07-30,all,113.3391,114
101,2020-07-31,all,115.0656,131
102,2020-08-01,all,116.7626,124
103,2020-08-02,all,118.4378,116
104,2020-08-03,all,120.1132,117
105,2020-08-04,all,121.8063,114
106,2020-08-05,all,123.528,105
107,2020-08-06,all,125.2739,112
108,2020-08-07,all,127.0023,132
109,2020-08-08,all,128.6451,130
110,2020-08-09,all,130.1441,142
111,2020-08-10,all,131.4439,147
112,2020-08-11,all,132.5128,138
113,2020-08-12,all,133.3501,141
114,2020-08-13,all,133.9662,135
115,2020-08-14,all,134.3868,132
116,2020-08-15,all,134.6396,126
117,2020-08-16,all,134.7475,140
118,2020-08-17,all,134.7162,139
119,2020-08-18,all,134.5618,131
120,2020-08-19,all,134.3092,128
121,2020-08-20,all,133.9759,124
122,2020-08-21,all,133.567,137
123,2020-08-22,all,133.0674,137
124,2020-08-23,all,132.4692,143
125,2020-08-24,all,131.772,134
126,2020-08-25,all,130.9968,126
127,2020-08-26,all,130.1688,127
128,2020-08-27,all,129.3033,128
129,2020-08-28,all,128.4094,136
130,2020-08-29,all,127.4933,128
131,2020-08-30,all,126.5765,126
132,2020-08-31,all,125.6818,131
133,2020-09-01,all,124.8304,126
134,2020-09-02,all,124.0544,121
135,2020-09-03,all,123.3882,120
136,2020-09-04,all,122.86,127
137,2020-09-05,all,122.4914,130
138,2020-09-06,all,122.312,133
139,2020-09-07,all,122.3668,141
140,2020-09-08,all,122.7218,140
141,2020-09-09,all,123.4805,131
142,2020-09-10,all,124.7809,127
143,2020-09-11,all,126.7761,124
144,2020-09-12,all,129.6233,125
145,2020-09-13,all,133.4747,133
146,2020-09-14,all,138.4729,125
147,2020-09-15,all,144.7595,130
148,2020-09-16,all,152.4494,120
149,2020-09-17,all,161.6277,129
150,2020-09-18,all,172.315,142
151,2020-09-19,all,184.4661,146
152,2020-09-20,all,197.9757,169
153,2020-09-21,all,212.6613,209
154,2020-09-22,all,228.2824,244
155,2020-09-23,all,244.5913,256
156,2020-09-24,all,261.3717,270
157,2020-09-25,all,278.4301,286
158,2020-09-26,all,295.5903,276
159,2020-09-27,all,312.6912,291
160,2020-09-28,all,329.5325,375
161,2020-09-29,all,345.8706,401
162,2020-09-30,all,361.5528,404
163,2020-10-01,all,376.5366,421
164,2020-10-02,all,390.8644,394
165,2020-10-03,all,404.6676,348
166,2020-10-04,all,418.0839,357
167,2020-10-05,all,431.1374,448
168,2020-10-06,all,443.7305,484
169,2020-10-07,all,455.7989,493
170,2020-10-08,all,467.3589,496
171,2020-10-09,all,478.5016,497
172,2020-10-10,all,489.3748,439
173,2020-10-11,all,500.1636,458
174,2020-04-21,Baden-Württemberg,23.5883,22
175,2020-04-22,Baden-Württemberg,22.507,21
176,2020-04-23,Baden-Württemberg,21.4225,22
177,2020-04-24,Baden-Württemberg,20.3287,20
178,2020-04-25,Baden-Württemberg,19.2204,22
179,2020-04-26,Baden-Württemberg,18.0921,23
180,2020-04-27,Baden-Württemberg,16.9435,21
181,2020-04-28,Baden-Württemberg,15.7843,20
182,2020-04-29,Baden-Württemberg,14.6325,14
183,2020-04-30,Baden-Württemberg,13.5141,9
184,2020-05-01,Baden-Württemberg,12.4541,9
185,2020-05-02,Baden-Württemberg,11.4685,8
186,2020-05-03,Baden-Württemberg,10.5663,8
187,2020-05-04,Baden-Württemberg,9.7496,9
188,2020-05-05,Baden-Württemberg,9.0153,10
189,2020-05-06,Baden-Württemberg,8.3589,8
190,2020-05-07,Baden-Württemberg,7.7778,9
191,2020-05-08,Baden-Württemberg,7.2688,7
192,2020-05-09,Baden-Württemberg,6.8309,6
193,2020-05-10,Baden-Württemberg,6.4629,4
194,2020-05-11,Baden-Württemberg,6.1616,6
195,2020-05-12,Baden-Württemberg,5.919,6
196,2020-05-13,Baden-Württemberg,5.727,6
197,2020-05-14,Baden-Württemberg,5.5773,7
198,2020-05-15,Baden-Württemberg,5.4624,5
199,2020-05-16,Baden-Württemberg,5.3775,7
200,2020-05-17,Baden-Württemberg,5.3169,6
201,2020-05-18,Baden-Württemberg,5.2783,4
202,2020-05-19,Baden-Württemberg,5.2606,4
203,2020-05-20,Baden-Württemberg,5.2601,6
204,2020-05-21,Baden-Württemberg,5.2708,6
205,2020-05-22,Baden-Württemberg,5.2879,6
206,2020-05-23,Baden-Württemberg,5.3083,6
207,2020-05-24,Baden-Württemberg,5.3302,5
208,2020-05-25,Baden-Württemberg,5.3533,8
209,2020-05-26,Baden-Württemberg,5.3764,7
210,2020-05-27,Baden-Württemberg,5.4038,5
211,2020-05-28,Baden-Württemberg,5.443,4
212,2020-05-29,Baden-Württemberg,5.5008,5
213,2020-05-30,Baden-Württemberg,5.5808,6
214,2020-05-31,Baden-Württemberg,5.686,4
215,2020-06-01,Baden-Württemberg,5.8198,4
216,2020-06-02,Baden-Württemberg,5.9827,4
217,2020-06-03,Baden-Württemberg,6.1711,3
218,2020-06-04,Baden-Württemberg,6.3779,5
219,2020-06-05,Baden-Württemberg,6.5892,6
220,2020-06-06,Baden-Württemberg,6.7887,8
221,2020-06-07,Baden-Württemberg,6.9587,7
222,2020-06-08,Baden-Württemberg,7.0841,8
223,2020-06-09,Baden-Württemberg,7.1497,9
224,2020-06-10,Baden-Württemberg,7.1422,10
225,2020-06-11,Baden-Württemberg,7.0522,12
226,2020-06-12,Baden-Württemberg,6.8756,10
227,2020-06-13,Baden-Württemberg,6.6185,10
228,2020-06-14,Baden-Württemberg,6.2933,10
229,2020-06-15,Baden-Württemberg,5.9189,4
230,2020-06-16,Baden-Württemberg,5.5218,5
231,2020-06-17,Baden-Württemberg,5.1247,4
232,2020-06-18,Baden-Württemberg,4.749,3
233,2020-06-19,Baden-Württemberg,4.4142,4
234,2020-06-20,Baden-Württemberg,4.1361,2
235,2020-06-21,Baden-Württemberg,3.9296,3
236,2020-06-22,Baden-Württemberg,3.8055,4
237,2020-06-23,Baden-Württemberg,3.7726,3
238,2020-06-24,Baden-Württemberg,3.8403,3
239,2020-06-25,Baden-Württemberg,4.0161,2
240,2020-06-26,Baden-Württemberg,4.3063,1
241,2020-06-27,Baden-Württemberg,4.7127,2
242,2020-06-28,Baden-Württemberg,5.2307,3
243,2020-06-29,Baden-Württemberg,5.8503,4
244,2020-06-30,Baden-Württemberg,6.557,3
245,2020-07-01,Baden-Württemberg,7.3327,6
246,2020-07-02,Baden-Württemberg,8.1519,8
247,2020-07-03,Baden-Württemberg,8.9867,5
248,2020-07-04,Baden-Württemberg,9.8088,9
249,2020-07-05,Baden-Württemberg,10.5821,13
250,2020-07-06,Baden-Württemberg,11.2685,17
251,2020-07-07,Baden-Württemberg,11.835,19
252,2020-07-08,Baden-Württemberg,12.2601,18
253,2020-07-09,Baden-Württemberg,12.5366,17
254,2020-07-10,Baden-Württemberg,12.6686,15
255,2020-07-11,Baden-Württemberg,12.6693,16
256,2020-07-12,Baden-Württemberg,12.5566,14
257,2020-07-13,Baden-Württemberg,12.3549,13
258,2020-07-14,Baden-Württemberg,12.0916,13
259,2020-07-15,Baden-Württemberg,11.7954,13
260,2020-07-16,Baden-Württemberg,11.4967,10
261,2020-07-17,Baden-Württemberg,11.2284,7
262,2020-07-18,Baden-Württemberg,11.0205,4
263,2020-07-19,Baden-Württemberg,10.8943,2
264,2020-07-20,Baden-Württemberg,10.8573,6
265,2020-07-21,Baden-Württemberg,10.8991,8
266,2020-07-22,Baden-Württemberg,10.9995,9
267,2020-07-23,Baden-Württemberg,11.1327,12
268,2020-07-24,Baden-Württemberg,11.2688,16
269,2020-07-25,Baden-Württemberg,11.3795,14
270,2020-07-26,Baden-Württemberg,11.4462,16
271,2020-07-27,Baden-Württemberg,11.4554,13
272,2020-07-28,Baden-Württemberg,11.4028,15
273,2020-07-29,Baden-Württemberg,11.287,12
274,2020-07-30,Baden-Württemberg,11.1141,14
275,2020-07-31,Baden-Württemberg,10.8913,14
276,2020-08-01,Baden-Württemberg,10.6319,11
277,2020-08-02,Baden-Württemberg,10.355,11
278,2020-08-03,Baden-Württemberg,10.0809,9
279,2020-08-04,Baden-Württemberg,9.8308,7
280,2020-08-05,Baden-Württemberg,9.624,6
281,2020-08-06,Baden-Württemberg,9.474,5
282,2020-08-07,Baden-Württemberg,9.3872,9
283,2020-08-08,Baden-Württemberg,9.3608,8
284,2020-08-09,Baden-Württemberg,9.3914,10
285,2020-08-10,Baden-Württemberg,9.473,14
286,2020-08-11,Baden-Württemberg,9.6005,10
287,2020-08-12,Baden-Württemberg,9.778,10
288,2020-08-13,Baden-Württemberg,10.0106,9
289,2020-08-14,Baden-Württemberg,10.3035,7
290,2020-08-15,Baden-Württemberg,10.6602,6
291,2020-08-16,Baden-Württemberg,11.0773,6
292,2020-08-17,Baden-Württemberg,11.5423,9
293,2020-08-18,Baden-Württemberg,12.0324,10
294,2020-08-19,Baden-Württemberg,12.5198,14
295,2020-08-20,Baden-Württemberg,12.9726,17
296,2020-08-21,Baden-Württemberg,13.3619,17
297,2020-08-22,Baden-Württemberg,13.6669,21
298,2020-08-23,Baden-Württemberg,13.8739,18
299,2020-08-24,Baden-Württemberg,13.9839,17
300,2020-08-25,Baden-Württemberg,14.0064,15
301,2020-08-26,Baden-Württemberg,13.9567,12
302,2020-08-27,Baden-Württemberg,13.8521,14
303,2020-08-28,Baden-Württemberg,13.706,18
304,2020-08-29,Baden-Württemberg,13.5322,16
305,2020-08-30,Baden-Württemberg,13.353,15
306,2020-08-31,Baden-Württemberg,13.1956,9
307,2020-09-01,Baden-Württemberg,13.0906,6
308,2020-09-02,Baden-Württemberg,13.0601,5
309,2020-09-03,Baden-Württemberg,13.1121,9
310,2020-09-04,Baden-Württemberg,13.2385,11
311,2020-09-05,Baden-Württemberg,13.4228,14
312,2020-09-06,Baden-Württemberg,13.6443,19
313,2020-09-07,Baden-Württemberg,13.8831,18
314,2020-09-08,Baden-Württemberg,14.1304,23
315,2020-09-09,Baden-Württemberg,14.3854,19
316,2020-09-10,Baden-Württemberg,14.665,17
317,2020-09-11,Baden-Württemberg,14.9955,18
318,2020-09-12,Baden-Württemberg,15.4078,17
319,2020-09-13,Baden-Württemberg,15.9388,13
320,2020-09-14,Baden-Württemberg,16.6285,12
321,2020-09-15,Baden-Württemberg,17.5112,12
322,2020-09-16,Baden-Württemberg,18.6117,10
323,2020-09-17,Baden-Württemberg,19.9441,10
324,2020-09-18,Baden-Württemberg,21.5049,15
325,2020-09-19,Baden-Württemberg,23.2711,16
326,2020-09-20,Baden-Württemberg,25.2064,19
327,2020-09-21,Baden-Württemberg,27.2602,29
328,2020-09-22,Baden-Württemberg,29.3691,35
329,2020-09-23,Baden-Württemberg,31.4736,38
330,2020-09-24,Baden-Württemberg,33.5252,44
331,2020-09-25,Baden-Württemberg,35.4887,40
332,2020-09-26,Baden-Württemberg,37.3495,38
333,2020-09-27,Baden-Württemberg,39.1022,36
334,2020-09-28,Baden-Württemberg,40.7429,46
335,2020-09-29,Baden-Württemberg,42.2612,56
336,2020-09-30,Baden-Württemberg,43.6574,51
337,2020-10-01,Baden-Württemberg,44.959,51
338,2020-10-02,Baden-Württemberg,46.2086,45
339,2020-10-03,Baden-Württemberg,47.4606,31
340,2020-10-04,Baden-Württemberg,48.767,35
341,2020-10-05,Baden-Württemberg,50.147,41
342,2020-10-06,Baden-Württemberg,51.5922,47
343,2020-10-07,Baden-Württemberg,53.0758,61
344,2020-10-08,Baden-Württemberg,54.562,62
345,2020-10-09,Baden-Württemberg,56.0308,65
346,2020-10-10,Baden-Württemberg,57.4769,56
347,2020-10-11,Baden-Württemberg,58.9132,54
348,2020-04-21,Bayern,21.2654,20
349,2020-04-22,Bayern,20.9093,20
350,2020-04-23,Bayern,20.5506,19
351,2020-04-24,Bayern,20.1851,17
352,2020-04-25,Bayern,19.8053,16
353,2020-04-26,Bayern,19.3973,19
354,2020-04-27,Bayern,18.9397,21
355,2020-04-28,Bayern,18.4103,22
356,2020-04-29,Bayern,17.7909,23
357,2020-04-30,Bayern,17.0708,25
358,2020-05-01,Bayern,16.2493,22
359,2020-05-02,Bayern,15.3418,12
360,2020-05-03,Bayern,14.3752,13
361,2020-05-04,Bayern,13.3695,16
362,2020-05-05,Bayern,12.3424,12
363,2020-05-06,Bayern,11.3163,14
364,2020-05-07,Bayern,10.3134,12
365,2020-05-08,Bayern,9.3609,6
366,2020-05-09,Bayern,8.4896,3
367,2020-05-10,Bayern,7.7236,1
368,2020-05-11,Bayern,7.0758,3
369,2020-05-12,Bayern,6.5459,4
370,2020-05-13,Bayern,6.1253,8
371,2020-05-14,Bayern,5.8003,8
372,2020-05-15,Bayern,5.561,6
373,2020-05-16,Bayern,5.4019,4
374,2020-05-17,Bayern,5.3184,4
375,2020-05-18,Bayern,5.3031,2
376,2020-05-19,Bayern,5.3458,2
377,2020-05-20,Bayern,5.4299,8
378,2020-05-21,Bayern,5.5321,7
379,2020-05-22,Bayern,5.634,9
380,2020-05-23,Bayern,5.7205,10
381,2020-05-24,Bayern,5.7829,6
382,2020-05-25,Bayern,5.8213,8
383,2020-05-26,Bayern,5.8361,9
384,2020-05-27,Bayern,5.832,8
385,2020-05-28,Bayern,5.8202,8
386,2020-05-29,Bayern,5.8162,5
387,2020-05-30,Bayern,5.8398,1
388,2020-05-31,Bayern,5.909,0
389,2020-06-01,Bayern,6.0326,1
390,2020-06-02,Bayern,6.207,2
391,2020-06-03,Bayern,6.419,3
392,2020-06-04,Bayern,6.6467,8
393,2020-06-05,Bayern,6.8616,9
394,2020-06-06,Bayern,7.0376,11
395,2020-06-07,Bayern,7.1532,14
396,2020-06-08,Bayern,7.1946,14
397,2020-06-09,Bayern,7.1618,11
398,2020-06-10,Bayern,7.0683,8
399,2020-06-11,Bayern,6.9355,6
400,2020-06-12,Bayern,6.7864,4
401,2020-06-13,Bayern,6.6422,3
402,2020-06-14,Bayern,6.5187,4
403,2020-06-15,Bayern,6.4243,5
404,2020-06-16,Bayern,6.3623,4
405,2020-06-17,Bayern,6.3332,7
406,2020-06-18,Bayern,6.3327,7
407,2020-06-19,Bayern,6.3581,7
408,2020-06-20,Bayern,6.4077,9
409,2020-06-21,Bayern,6.4813,7
410,2020-06-22,Bayern,6.5837,8
411,2020-06-23,Bayern,6.7211,7
412,2020-06-24,Bayern,6.902,5
413,2020-06-25,Bayern,7.136,5
414,2020-06-26,Bayern,7.4285,3
415,2020-06-27,Bayern,7.7807,3
416,2020-06-28,Bayern,8.1852,7
417,2020-06-29,Bayern,8.6247,12
418,2020-06-30,Bayern,9.0797,12
419,2020-07-01,Bayern,9.5375,11
420,2020-07-02,Bayern,9.9911,12
421,2020-07-03,Bayern,10.4366,8
422,2020-07-04,Bayern,10.8739,10
423,2020-07-05,Bayern,11.2982,9
424,2020-07-06,Bayern,11.7028,9
425,2020-07-07,Bayern,12.0766,10
426,2020-07-08,Bayern,12.403,12
427,2020-07-09,Bayern,12.6612,15
428,2020-07-10,Bayern,12.8296,20
429,2020-07-11,Bayern,12.8914,19
430,2020-07-12,Bayern,12.8439,16
431,2020-07-13,Bayern,12.6969,17
432,2020-07-14,Bayern,12.4664,16
433,2020-07-15,Bayern,12.1769,15
434,2020-07-16,Bayern,11.86,11
435,2020-07-17,Bayern,11.5531,7
436,2020-07-18,Bayern,11.2918,7
437,2020-07-19,Bayern,11.1025,7
438,2020-07-20,Bayern,11.0031,10
439,2020-07-21,Bayern,11.0033,9
440,2020-07-22,Bayern,11.1107,8
441,2020-07-23,Bayern,11.3292,7
442,2020-07-24,Bayern,11.656,8
443,2020-07-25,Bayern,12.08,8
444,2020-07-26,Bayern,12.5827,10
445,2020-07-27,Bayern,13.1373,12
446,2020-07-28,Bayern,13.7121,14
447,2020-07-29,Bayern,14.273,19
448,2020-07-30,Bayern,14.7863,19
449,2020-07-31,Bayern,15.228,22
450,2020-08-01,Bayern,15.5824,20
451,2020-08-02,Bayern,15.8474,19
452,2020-08-03,Bayern,16.0298,19
453,2020-08-04,Bayern,16.1424,20
454,2020-08-05,Bayern,16.2044,17
455,2020-08-06,Bayern,16.2424,14
456,2020-08-07,Bayern,16.2847,15
457,2020-08-08,Bayern,16.3549,11
458,2020-08-09,Bayern,16.4744,13
459,2020-08-10,Bayern,16.6537,13
460,2020-08-11,Bayern,16.8963,16
461,2020-08-12,Bayern,17.1984,18
462,2020-08-13,Bayern,17.5546,19
463,2020-08-14,Bayern,17.9608,18
464,2020-08-15,Bayern,18.416,16
465,2020-08-16,Bayern,18.9193,16
466,2020-08-17,Bayern,19.4648,15
467,2020-08-18,Bayern,20.0409,18
468,2020-08-19,Bayern,20.6271,21
469,2020-08-20,Bayern,21.1986,20
470,2020-08-21,Bayern,21.7316,27
471,2020-08-22,Bayern,22.1998,28
472,2020-08-23,Bayern,22.5873,28
473,2020-08-24,Bayern,22.8901,22
474,2020-08-25,Bayern,23.1147,18
475,2020-08-26,Bayern,23.2662,20
476,2020-08-27,Bayern,23.339,24
477,2020-08-28,Bayern,23.3213,31
478,2020-08-29,Bayern,23.2026,27
479,2020-08-30,Bayern,22.9876,26
480,2020-08-31,Bayern,22.6888,25
481,2020-09-01,Bayern,22.3246,21
482,2020-09-02,Bayern,21.9179,19
483,2020-09-03,Bayern,21.4892,21
484,2020-09-04,Bayern,21.0531,19
485,2020-09-05,Bayern,20.623,21
486,2020-09-06,Bayern,20.2086,24
487,2020-09-07,Bayern,19.8199,24
488,2020-09-08,Bayern,19.4748,20
489,2020-09-09,Bayern,19.1995,17
490,2020-09-10,Bayern,19.0211,17
491,2020-09-11,Bayern,18.9625,20
492,2020-09-12,Bayern,19.0425,22
493,2020-09-13,Bayern,19.2819,23
494,2020-09-14,Bayern,19.7075,19
495,2020-09-15,Bayern,20.3534,17
496,2020-09-16,Bayern,21.2526,13
497,2020-09-17,Bayern,22.4309,14
498,2020-09-18,Bayern,23.898,15
499,2020-09-19,Bayern,25.6467,19
500,2020-09-20,Bayern,27.6518,24
501,2020-09-21,Bayern,29.8749,35
502,2020-09-22,Bayern,32.2704,37
503,2020-09-23,Bayern,34.8029,35
504,2020-09-24,Bayern,37.4463,37
505,2020-09-25,Bayern,40.1751,46
506,2020-09-26,Bayern,42.9628,42
507,2020-09-27,Bayern,45.7946,45
508,2020-09-28,Bayern,48.6537,58
509,2020-09-29,Bayern,51.5219,55
510,2020-09-30,Bayern,54.3994,54
511,2020-10-01,Bayern,57.2935,53
512,2020-10-02,Bayern,60.2109,54
513,2020-10-03,Bayern,63.1494,55
514,2020-10-04,Bayern,66.0945,61
515,2020-10-05,Bayern,69.0154,79
516,2020-10-06,Bayern,71.8712,85
517,2020-10-07,Bayern,74.6408,83
518,2020-10-08,Bayern,77.3295,78
519,2020-10-09,Bayern,79.9592,82
520,2020-10-10,Bayern,82.5533,73
521,2020-10-11,Bayern,85.139,81
522,2020-04-21,Berlin,7.492,8
523,2020-04-22,Berlin,7.5596,9
524,2020-04-23,Berlin,7.6281,7
525,2020-04-24,Berlin,7.7016,7
526,2020-04-25,Berlin,7.7826,5
527,2020-04-26,Berlin,7.8724,6
528,2020-04-27,Berlin,7.9667,5
529,2020-04-28,Berlin,8.0573,8
530,2020-04-29,Berlin,8.1304,8
531,2020-04-30,Berlin,8.1717,10
532,2020-05-01,Berlin,8.1669,10
533,2020-05-02,Berlin,8.1052,11
534,2020-05-03,Berlin,7.9797,11
535,2020-05-04,Berlin,7.7889,11
536,2020-05-05,Berlin,7.5378,10
537,2020-05-06,Berlin,7.2375,7
538,2020-05-07,Berlin,6.9041,4
539,2020-05-08,Berlin,6.5533,5
540,2020-05-09,Berlin,6.1948,4
541,2020-05-10,Berlin,5.8355,5
542,2020-05-11,Berlin,5.4776,6
543,2020-05-12,Berlin,5.1219,5
544,2020-05-13,Berlin,4.77,4
545,2020-05-14,Berlin,4.4234,5
546,2020-05-15,Berlin,4.082,5
547,2020-05-16,Berlin,3.747,6
548,2020-05-17,Berlin,3.4212,5
549,2020-05-18,Berlin,3.1121,3
550,2020-05-19,Berlin,2.8302,1
551,2020-05-20,Berlin,2.5859,0
552,2020-05-21,Berlin,2.3859,1
553,2020-05-22,Berlin,2.2318,1
554,2020-05-23,Berlin,2.1222,2
555,2020-05-24,Berlin,2.0536,3
556,2020-05-25,Berlin,2.0218,3
557,2020-05-26,Berlin,2.0249,3
558,2020-05-27,Berlin,2.0627,2
559,2020-05-28,Berlin,2.1371,1
560,2020-05-29,Berlin,2.2499,1
561,2020-05-30,Berlin,2.4004,1
562,2020-05-31,Berlin,2.5856,1
563,2020-06-01,Berlin,2.7997,2
564,2020-06-02,Berlin,3.0336,2
565,2020-06-03,Berlin,3.2767,4
566,2020-06-04,Berlin,3.5163,4
567,2020-06-05,Berlin,3.7412,3
568,2020-06-06,Berlin,3.941,5
569,2020-06-07,Berlin,4.1041,4
570,2020-06-08,Berlin,4.2207,6
571,2020-06-09,Berlin,4.2811,7
572,2020-06-10,Berlin,4.2789,8
573,2020-06-11,Berlin,4.2133,8
574,2020-06-12,Berlin,4.0908,5
575,2020-06-13,Berlin,3.9257,5
576,2020-06-14,Berlin,3.7339,2
577,2020-06-15,Berlin,3.5335,1
578,2020-06-16,Berlin,3.3392,3
579,2020-06-17,Berlin,3.1606,3
580,2020-06-18,Berlin,3.0066,2
581,2020-06-19,Berlin,2.8857,2
582,2020-06-20,Berlin,2.8047,0
583,2020-06-21,Berlin,2.7682,0
584,2020-06-22,Berlin,2.7755,1
585,2020-06-23,Berlin,2.8202,3
586,2020-06-24,Berlin,2.8925,3
587,2020-06-25,Berlin,2.9828,5
588,2020-06-26,Berlin,3.0819,5
589,2020-06-27,Berlin,3.1843,4
590,2020-06-28,Berlin,3.2888,5
591,2020-06-29,Berlin,3.3954,3
592,2020-06-30,Berlin,3.5078,3
593,2020-07-01,Berlin,3.6288,3
594,2020-07-02,Berlin,3.7603,2
595,2020-07-03,Berlin,3.9027,3
596,2020-07-04,Berlin,4.0531,3
597,2020-07-05,Berlin,4.2066,3
598,2020-07-06,Berlin,4.3565,6
599,2020-07-07,Berlin,4.4935,8
600,2020-07-08,Berlin,4.6114,6
601,2020-07-09,Berlin,4.7113,6
602,2020-07-10,Berlin,4.7971,5
603,2020-07-11,Berlin,4.8749,4
604,2020-07-12,Berlin,4.9517,5
605,2020-07-13,Berlin,5.0324,4
606,2020-07-14,Berlin,5.1221,3
607,2020-07-15,Berlin,5.2239,3
608,2020-07-16,Berlin,5.3366,5
609,2020-07-17,Berlin,5.4545,5
610,2020-07-18,Berlin,5.5713,5
611,2020-07-19,Berlin,5.6797,6
612,2020-07-20,Berlin,5.7714,7
613,2020-07-21,Berlin,5.8388,5
614,2020-07-22,Berlin,5.8763,5
615,2020-07-23,Berlin,5.8773,8
616,2020-07-24,Berlin,5.8328,7
617,2020-07-25,Berlin,5.7385,8
618,2020-07-26,Berlin,5.5923,9
619,2020-07-27,Berlin,5.3965,8
620,2020-07-28,Berlin,5.1603,9
621,2020-07-29,Berlin,4.8982,6
622,2020-07-30,Berlin,4.6323,5
623,2020-07-31,Berlin,4.3869,2
624,2020-08-01,Berlin,4.187,0
625,2020-08-02,Berlin,4.0528,1
626,2020-08-03,Berlin,3.9963,2
627,2020-08-04,Berlin,4.0232,3
628,2020-08-05,Berlin,4.1354,3
629,2020-08-06,Berlin,4.3326,4
630,2020-08-07,Berlin,4.6122,3
631,2020-08-08,Berlin,4.9711,3
632,2020-08-09,Berlin,5.4028,4
633,2020-08-10,Berlin,5.8971,7
634,2020-08-11,Berlin,6.4406,7
635,2020-08-12,Berlin,7.0226,7
636,2020-08-13,Berlin,7.6331,4
637,2020-08-14,Berlin,8.2622,4
638,2020-08-15,Berlin,8.8929,5
639,2020-08-16,Berlin,9.4993,13
640,2020-08-17,Berlin,10.0482,14
641,2020-08-18,Berlin,10.5129,18
642,2020-08-19,Berlin,10.875,18
643,2020-08-20,Berlin,11.1309,10
644,2020-08-21,Berlin,11.2913,10
645,2020-08-22,Berlin,11.3644,9
646,2020-08-23,Berlin,11.3563,9
647,2020-08-24,Berlin,11.2679,14
648,2020-08-25,Berlin,11.0957,16
649,2020-08-26,Berlin,10.8415,14
650,2020-08-27,Berlin,10.517,13
651,2020-08-28,Berlin,10.1401,9
