,date,bundesland,trend,new_detections
2448,2020-05-03,Sachsen-Anhalt,0.9285,1
2449,2020-05-04,Sachsen-Anhalt,0.9517,1
2450,2020-05-05,Sachsen-Anhalt,0.9792,1
2451,2020-05-06,Sachsen-Anhalt,1.0058,2
2452,2020-05-07,Sachsen-Anhalt,1.0261,1
2453,2020-05-08,Sachsen-Anhalt,1.0371,2
2454,2020-05-09,Sachsen-Anhalt,1.0354,2
2455,2020-05-10,Sachsen-Anhalt,1.0196,2
2456,2020-05-11,Sachsen-Anhalt,0.9905,1
2457,2020-05-12,Sachsen-Anhalt,0.9504,2
2458,2020-05-13,Sachsen-Anhalt,0.9021,1
2459,2020-05-14,Sachsen-Anhalt,0.8501,1
2460,2020-05-15,Sachsen-Anhalt,0.7993,1
2461,2020-05-16,Sachsen-Anhalt,0.7548,0
2462,2020-05-17,Sachsen-Anhalt,0.7223,0
2463,2020-05-18,Sachsen-Anhalt,0.7057,0
2464,2020-05-19,Sachsen-Anhalt,0.7078,0
2465,2020-05-20,Sachsen-Anhalt,0.7296,0
2466,2020-05-21,Sachsen-Anhalt,0.7709,0
2467,2020-05-22,Sachsen-Anhalt,0.8302,1
2468,2020-05-23,Sachsen-Anhalt,0.9041,1
2469,2020-05-24,Sachsen-Anhalt,0.9898,1
2470,2020-05-25,Sachsen-Anhalt,1.0845,1
2471,2020-05-26,Sachsen-Anhalt,1.1857,0
2472,2020-05-27,Sachsen-Anhalt,1.2905,1
2473,2020-05-28,Sachsen-Anhalt,1.3936,1
2474,2020-05-29,Sachsen-Anhalt,1.4893,3
2475,2020-05-30,Sachsen-Anhalt,1.571,3
2476,2020-05-31,Sachsen-Anhalt,1.6351,3
2477,2020-06-01,Sachsen-Anhalt,1.681,3
2478,2020-06-02,Sachsen-Anhalt,1.7107,1
2479,2020-06-03,Sachsen-Anhalt,1.7288,1
2480,2020-06-04,Sachsen-Anhalt,1.7386,2
2481,2020-06-05,Sachsen-Anhalt,1.7418,2
2482,2020-06-06,Sachsen-Anhalt,1.7409,2
2483,2020-06-07,Sachsen-Anhalt,1.7386,2
2484,2020-06-08,Sachsen-Anhalt,1.7383,1
2485,2020-06-09,Sachsen-Anhalt,1.7438,1
2486,2020-06-10,Sachsen-Anhalt,1.7575,1
2487,2020-06-11,Sachsen-Anhalt,1.7804,1
2488,2020-06-12,Sachsen-Anhalt,1.8118,1
2489,2020-06-13,Sachsen-Anhalt,1.8496,1
2490,2020-06-14,Sachsen-Anhalt,1.8899,1
2491,2020-06-15,Sachsen-Anhalt,1.9273,3
2492,2020-06-16,Sachsen-Anhalt,1.9545,2
2493,2020-06-17,Sachsen-Anhalt,1.9664,3
2494,2020-06-18,Sachsen-Anhalt,1.958,4
2495,2020-06-19,Sachsen-Anhalt,1.9262,4
2496,2020-06-20,Sachsen-Anhalt,1.8722,3
2497,2020-06-21,Sachsen-Anhalt,1.8012,2
2498,2020-06-22,Sachsen-Anhalt,1.7209,2
2499,2020-06-23,Sachsen-Anhalt,1.639,1
2500,2020-06-24,Sachsen-Anhalt,1.564,1
2501,2020-06-25,Sachsen-Anhalt,1.5032,1
2502,2020-06-26,Sachsen-Anhalt,1.4627,0
2503,2020-06-27,Sachsen-Anhalt,1.4474,0
2504,2020-06-28,Sachsen-Anhalt,1.4596,0
2505,2020-06-29,Sachsen-Anhalt,1.4984,0
2506,2020-06-30,Sachsen-Anhalt,1.5602,0
2507,2020-07-01,Sachsen-Anhalt,1.6383,0
2508,2020-07-02,Sachsen-Anhalt,1.7229,2
2509,2020-07-03,Sachsen-Anhalt,1.801,2
2510,2020-07-04,Sachsen-Anhalt,1.86,3
2511,2020-07-05,Sachsen-Anhalt,1.8878,5
2512,2020-07-06,Sachsen-Anhalt,1.8746,5
2513,2020-07-07,Sachsen-Anhalt,1.8167,5
2514,2020-07-08,Sachsen-Anhalt,1.7168,3
2515,2020-07-09,Sachsen-Anhalt,1.5839,1
2516,2020-07-10,Sachsen-Anhalt,1.4296,1
2517,2020-07-11,Sachsen-Anhalt,1.2643,1
2518,2020-07-12,Sachsen-Anhalt,1.0975,0
2519,2020-07-13,Sachsen-Anhalt,0.9381,0
2520,2020-07-14,Sachsen-Anhalt,0.7932,0
2521,2020-07-15,Sachsen-Anhalt,0.6675,0
2522,2020-07-16,Sachsen-Anhalt,0.5644,0
2523,2020-07-17,Sachsen-Anhalt,0.4861,0
2524,2020-07-18,Sachsen-Anhalt,0.4332,0
2525,2020-07-19,Sachsen-Anhalt,0.4059,0
2526,2020-07-20,Sachsen-Anhalt,0.403,0
2527,2020-07-21,Sachsen-Anhalt,0.423,0
2528,2020-07-22,Sachsen-Anhalt,0.4631,0
2529,2020-07-23,Sachsen-Anhalt,0.52,1
2530,2020-07-24,Sachsen-Anhalt,0.5894,1
2531,2020-07-25,Sachsen-Anhalt,0.6679,1
2532,2020-07-26,Sachsen-Anhalt,0.7529,1
2533,2020-07-27,Sachsen-Anhalt,0.8426,1
2534,2020-07-28,Sachsen-Anhalt,0.9354,1
2535,2020-07-29,Sachsen-Anhalt,1.0305,1
2536,2020-07-30,Sachsen-Anhalt,1.1267,2
2537,2020-07-31,Sachsen-Anhalt,1.2231,2
2538,2020-08-01,Sachsen-Anhalt,1.3205,1
2539,2020-08-02,Sachsen-Anhalt,1.421,1
2540,2020-08-03,Sachsen-Anhalt,1.5264,1
2541,2020-08-04,Sachsen-Anhalt,1.6375,1
2542,2020-08-05,Sachsen-Anhalt,1.7539,1
2543,2020-08-06,Sachsen-Anhalt,1.8743,1
2544,2020-08-07,Sachsen-Anhalt,1.9955,1
2545,2020-08-08,Sachsen-Anhalt,2.1128,3
2546,2020-08-09,Sachsen-Anhalt,2.2193,3
2547,2020-08-10,Sachsen-Anhalt,2.3102,3
2548,2020-08-11,Sachsen-Anhalt,2.382,3
2549,2020-08-12,Sachsen-Anhalt,2.4325,3
2550,2020-08-13,Sachsen-Anhalt,2.4611,4
2551,2020-08-14,Sachsen-Anhalt,2.4679,3
2552,2020-08-15,Sachsen-Anhalt,2.4565,2
2553,2020-08-16,Sachsen-Anhalt,2.4312,2
2554,2020-08-17,Sachsen-Anhalt,2.3956,2
2555,2020-08-18,Sachsen-Anhalt,2.3524,2
2556,2020-08-19,Sachsen-Anhalt,2.3034,2
2557,2020-08-20,Sachsen-Anhalt,2.2499,2
2558,2020-08-21,Sachsen-Anhalt,2.1925,1
2559,2020-08-22,Sachsen-Anhalt,2.1311,2
2560,2020-08-23,Sachsen-Anhalt,2.0636,3
2561,2020-08-24,Sachsen-Anhalt,1.9873,3
2562,2020-08-25,Sachsen-Anhalt,1.9015,3
2563,2020-08-26,Sachsen-Anhalt,1.8076,3
2564,2020-08-27,Sachsen-Anhalt,1.7092,2
2565,2020-08-28,Sachsen-Anhalt,1.612,2
2566,2020-08-29,Sachsen-Anhalt,1.5226,2
2567,2020-08-30,Sachsen-Anhalt,1.4483,1
2568,2020-08-31,Sachsen-Anhalt,1.3973,1
2569,2020-09-01,Sachsen-Anhalt,1.377,0
2570,2020-09-02,Sachsen-Anhalt,1.3937,0
2571,2020-09-03,Sachsen-Anhalt,1.4515,0
2572,2020-09-04,Sachsen-Anhalt,1.5511,0
2573,2020-09-05,Sachsen-Anhalt,1.6908,0
2574,2020-09-06,Sachsen-Anhalt,1.8654,0
2575,2020-09-07,Sachsen-Anhalt,2.0667,2
2576,2020-09-08,Sachsen-Anhalt,2.2824,3
2577,2020-09-09,Sachsen-Anhalt,2.5004,4
2578,2020-09-10,Sachsen-Anhalt,2.7098,5
2579,2020-09-11,Sachsen-Anhalt,2.9027,5
2580,2020-09-12,Sachsen-Anhalt,3.076,3
2581,2020-09-13,Sachsen-Anhalt,3.2305,4
2582,2020-09-14,Sachsen-Anhalt,3.3671,3
2583,2020-09-15,Sachsen-Anhalt,3.4881,4
2584,2020-09-16,Sachsen-Anhalt,3.5952,4
2585,2020-09-17,Sachsen-Anhalt,3.6909,5
2586,2020-09-18,Sachsen-Anhalt,3.7786,4
2587,2020-09-19,Sachsen-Anhalt,3.8645,3
2588,2020-09-20,Sachsen-Anhalt,3.955,3
2589,2020-09-21,Sachsen-Anhalt,4.0549,5
2590,2020-09-22,Sachsen-Anhalt,4.167,4
2591,2020-09-23,Sachsen-Anhalt,4.2962,4
2592,2020-09-24,Sachsen-Anhalt,4.4467,5
2593,2020-09-25,Sachsen-Anhalt,4.6225,4
2594,2020-09-26,Sachsen-Anhalt,4.8285,4
2595,2020-09-27,Sachsen-Anhalt,5.0683,5
2596,2020-09-28,Sachsen-Anhalt,5.344,5
2597,2020-09-29,Sachsen-Anhalt,5.6574,3
2598,2020-09-30,Sachsen-Anhalt,6.0099,4
2599,2020-10-01,Sachsen-Anhalt,6.3971,4
2600,2020-10-02,Sachsen-Anhalt,6.8111,5
2601,2020-10-03,Sachsen-Anhalt,7.2389,7
2602,2020-10-04,Sachsen-Anhalt,7.6639,8
2603,2020-10-05,Sachsen-Anhalt,8.0691,12
2604,2020-10-06,Sachsen-Anhalt,8.4382,13
2605,2020-10-07,Sachsen-Anhalt,8.7626,12
2606,2020-10-08,Sachsen-Anhalt,9.0431,12
2607,2020-10-09,Sachsen-Anhalt,9.2866,10
2608,2020-10-10,Sachsen-Anhalt,9.5063,7
2609,2020-10-11,Sachsen-Anhalt,9.7166,5
2610,2020-04-21,Schleswig-Holstein,7.9812,9
2611,2020-04-22,Schleswig-Holstein,7.8251,9
2612,2020-04-23,Schleswig-Holstein,7.671,8
2613,2020-04-24,Schleswig-Holstein,7.5234,6
2614,2020-04-25,Schleswig-Holstein,7.3872,4
2615,2020-04-26,Schleswig-Holstein,7.2645,5
2616,2020-04-27,Schleswig-Holstein,7.1505,8
2617,2020-04-28,Schleswig-Holstein,7.0359,8
2618,2020-04-29,Schleswig-Holstein,6.9131,8
2619,2020-04-30,Schleswig-Holstein,6.7764,8
2620,2020-05-01,Schleswig-Holstein,6.6222,7
2621,2020-05-02,Schleswig-Holstein,6.4496,8
2622,2020-05-03,Schleswig-Holstein,6.2583,8
2623,2020-05-04,Schleswig-Holstein,6.051,7
2624,2020-05-05,Schleswig-Holstein,5.834,7
2625,2020-05-06,Schleswig-Holstein,5.6156,3
2626,2020-05-07,Schleswig-Holstein,5.4061,3
2627,2020-05-08,Schleswig-Holstein,5.211,4
2628,2020-05-09,Schleswig-Holstein,5.0306,2
2629,2020-05-10,Schleswig-Holstein,4.863,4
2630,2020-05-11,Schleswig-Holstein,4.7003,6
2631,2020-05-12,Schleswig-Holstein,4.5326,7
2632,2020-05-13,Schleswig-Holstein,4.3528,6
2633,2020-05-14,Schleswig-Holstein,4.1588,7
2634,2020-05-15,Schleswig-Holstein,3.9516,4
2635,2020-05-16,Schleswig-Holstein,3.7379,2
2636,2020-05-17,Schleswig-Holstein,3.5247,3
2637,2020-05-18,Schleswig-Holstein,3.3154,2
2638,2020-05-19,Schleswig-Holstein,3.1122,2
2639,2020-05-20,Schleswig-Holstein,2.9149,3
2640,2020-05-21,Schleswig-Holstein,2.721,3
2641,2020-05-22,Schleswig-Holstein,2.5282,3
2642,2020-05-23,Schleswig-Holstein,2.3346,3
2643,2020-05-24,Schleswig-Holstein,2.1394,2
2644,2020-05-25,Schleswig-Holstein,1.9431,3
2645,2020-05-26,Schleswig-Holstein,1.746,2
2646,2020-05-27,Schleswig-Holstein,1.5502,2
2647,2020-05-28,Schleswig-Holstein,1.3588,1
2648,2020-05-29,Schleswig-Holstein,1.1754,1
2649,2020-05-30,Schleswig-Holstein,1.003,0
2650,2020-05-31,Schleswig-Holstein,0.8443,0
2651,2020-06-01,Schleswig-Holstein,0.6999,1
2652,2020-06-02,Schleswig-Holstein,0.5689,1
2653,2020-06-03,Schleswig-Holstein,0.4507,1
2654,2020-06-04,Schleswig-Holstein,0.3459,1
2655,2020-06-05,Schleswig-Holstein,0.2559,0
2656,2020-06-06,Schleswig-Holstein,0.1836,0
2657,2020-06-07,Schleswig-Holstein,0.1313,0
2658,2020-06-08,Schleswig-Holstein,0.101,0
2659,2020-06-09,Schleswig-Holstein,0.0944,0
2660,2020-06-10,Schleswig-Holstein,0.113,0
2661,2020-06-11,Schleswig-Holstein,0.158,0
2662,2020-06-12,Schleswig-Holstein,0.2306,0
2663,2020-06-13,Schleswig-Holstein,0.3316,0
2664,2020-06-14,Schleswig-Holstein,0.4611,0
2665,2020-06-15,Schleswig-Holstein,0.6189,0
2666,2020-06-16,Schleswig-Holstein,0.8037,0
2667,2020-06-17,Schleswig-Holstein,1.013,0
2668,2020-06-18,Schleswig-Holstein,1.2426,0
2669,2020-06-19,Schleswig-Holstein,1.4864,2
2670,2020-06-20,Schleswig-Holstein,1.7358,2
2671,2020-06-21,Schleswig-Holstein,1.9831,3
2672,2020-06-22,Schleswig-Holstein,2.2212,3
2673,2020-06-23,Schleswig-Holstein,2.4452,2
2674,2020-06-24,Schleswig-Holstein,2.6514,3
2675,2020-06-25,Schleswig-Holstein,2.8356,4
2676,2020-06-26,Schleswig-Holstein,2.9941,4
2677,2020-06-27,Schleswig-Holstein,3.1254,4
2678,2020-06-28,Schleswig-Holstein,3.2303,2
2679,2020-06-29,Schleswig-Holstein,3.3111,3
2680,2020-06-30,Schleswig-Holstein,3.3678,3
2681,2020-07-01,Schleswig-Holstein,3.3998,4
2682,2020-07-02,Schleswig-Holstein,3.4055,4
2683,2020-07-03,Schleswig-Holstein,3.3849,4
2684,2020-07-04,Schleswig-Holstein,3.3388,4
2685,2020-07-05,Schleswig-Holstein,3.2695,4
2686,2020-07-06,Schleswig-Holstein,3.1806,2
2687,2020-07-07,Schleswig-Holstein,3.0769,2
2688,2020-07-08,Schleswig-Holstein,2.9611,3
2689,2020-07-09,Schleswig-Holstein,2.8337,4
2690,2020-07-10,Schleswig-Holstein,2.6953,4
2691,2020-07-11,Schleswig-Holstein,2.5488,3
2692,2020-07-12,Schleswig-Holstein,2.3995,2
2693,2020-07-13,Schleswig-Holstein,2.254,1
2694,2020-07-14,Schleswig-Holstein,2.1178,1
2695,2020-07-15,Schleswig-Holstein,1.9941,2
2696,2020-07-16,Schleswig-Holstein,1.8836,3
2697,2020-07-17,Schleswig-Holstein,1.7872,2
2698,2020-07-18,Schleswig-Holstein,1.7081,2
2699,2020-07-19,Schleswig-Holstein,1.6498,1
2700,2020-07-20,Schleswig-Holstein,1.6163,1
2701,2020-07-21,Schleswig-Holstein,1.6105,0
2702,2020-07-22,Schleswig-Holstein,1.6339,0
2703,2020-07-23,Schleswig-Holstein,1.685,2
2704,2020-07-24,Schleswig-Holstein,1.7587,2
2705,2020-07-25,Schleswig-Holstein,1.8509,2
2706,2020-07-26,Schleswig-Holstein,1.9577,3
2707,2020-07-27,Schleswig-Holstein,2.0756,3
2708,2020-07-28,Schleswig-Holstein,2.2031,3
2709,2020-07-29,Schleswig-Holstein,2.3409,4
2710,2020-07-30,Schleswig-Holstein,2.4907,3
2711,2020-07-31,Schleswig-Holstein,2.6581,2
2712,2020-08-01,Schleswig-Holstein,2.8493,2
2713,2020-08-02,Schleswig-Holstein,3.0695,1
2714,2020-08-03,Schleswig-Holstein,3.3219,1
2715,2020-08-04,Schleswig-Holstein,3.6057,2
2716,2020-08-05,Schleswig-Holstein,3.9156,2
2717,2020-08-06,Schleswig-Holstein,4.2429,4
2718,2020-08-07,Schleswig-Holstein,4.5751,6
2719,2020-08-08,Schleswig-Holstein,4.8992,5
2720,2020-08-09,Schleswig-Holstein,5.2051,7
2721,2020-08-10,Schleswig-Holstein,5.483,8
2722,2020-08-11,Schleswig-Holstein,5.7264,7
2723,2020-08-12,Schleswig-Holstein,5.9342,7
2724,2020-08-13,Schleswig-Holstein,6.1075,5
2725,2020-08-14,Schleswig-Holstein,6.2497,6
2726,2020-08-15,Schleswig-Holstein,6.3621,6
2727,2020-08-16,Schleswig-Holstein,6.4453,8
2728,2020-08-17,Schleswig-Holstein,6.4993,9
2729,2020-08-18,Schleswig-Holstein,6.5271,6
2730,2020-08-19,Schleswig-Holstein,6.5367,7
2731,2020-08-20,Schleswig-Holstein,6.5353,7
2732,2020-08-21,Schleswig-Holstein,6.5307,6
2733,2020-08-22,Schleswig-Holstein,6.5317,4
2734,2020-08-23,Schleswig-Holstein,6.5463,4
2735,2020-08-24,Schleswig-Holstein,6.5771,5
2736,2020-08-25,Schleswig-Holstein,6.6217,7
2737,2020-08-26,Schleswig-Holstein,6.6748,5
2738,2020-08-27,Schleswig-Holstein,6.7314,5
2739,2020-08-28,Schleswig-Holstein,6.7836,6
2740,2020-08-29,Schleswig-Holstein,6.8197,9
2741,2020-08-30,Schleswig-Holstein,6.8267,6
2742,2020-08-31,Schleswig-Holstein,6.7957,10
2743,2020-09-01,Schleswig-Holstein,6.7164,12
2744,2020-09-02,Schleswig-Holstein,6.5846,9
2745,2020-09-03,Schleswig-Holstein,6.4071,8
2746,2020-09-04,Schleswig-Holstein,6.1951,7
2747,2020-09-05,Schleswig-Holstein,5.9632,4
2748,2020-09-06,Schleswig-Holstein,5.7276,2
2749,2020-09-07,Schleswig-Holstein,5.5006,5
2750,2020-09-08,Schleswig-Holstein,5.2869,6
2751,2020-09-09,Schleswig-Holstein,5.0904,8
2752,2020-09-10,Schleswig-Holstein,4.9162,6
2753,2020-09-11,Schleswig-Holstein,4.7755,5
2754,2020-09-12,Schleswig-Holstein,4.6814,4
2755,2020-09-13,Schleswig-Holstein,4.6475,3
2756,2020-09-14,Schleswig-Holstein,4.6863,3
2757,2020-09-15,Schleswig-Holstein,4.8066,4
2758,2020-09-16,Schleswig-Holstein,5.0142,5
2759,2020-09-17,Schleswig-Holstein,5.3129,4
2760,2020-09-18,Schleswig-Holstein,5.7069,5
2761,2020-09-19,Schleswig-Holstein,6.1974,4
2762,2020-09-20,Schleswig-Holstein,6.7844,3
2763,2020-09-21,Schleswig-Holstein,7.4636,5
2764,2020-09-22,Schleswig-Holstein,8.2227,6
2765,2020-09-23,Schleswig-Holstein,9.045,8
2766,2020-09-24,Schleswig-Holstein,9.909,9
2767,2020-09-25,Schleswig-Holstein,10.7912,15
2768,2020-09-26,Schleswig-Holstein,11.6664,15
2769,2020-09-27,Schleswig-Holstein,12.5176,16
2770,2020-09-28,Schleswig-Holstein,13.3347,18
2771,2020-09-29,Schleswig-Holstein,14.1143,18
2772,2020-09-30,Schleswig-Holstein,14.8627,15
2773,2020-10-01,Schleswig-Holstein,15.5936,15
2774,2020-10-02,Schleswig-Holstein,16.3212,16
2775,2020-10-03,Schleswig-Holstein,17.0583,12
2776,2020-10-04,Schleswig-Holstein,17.8174,14
2777,2020-10-05,Schleswig-Holstein,18.6006,18
2778,2020-10-06,Schleswig-Holstein,19.4024,19
2779,2020-10-07,Schleswig-Holstein,20.2162,22
2780,2020-10-08,Schleswig-Holstein,21.0345,23
2781,2020-10-09,Schleswig-Holstein,21.8535,22
2782,2020-10-10,Schleswig-Holstein,22.6731,22
2783,2020-10-11,Schleswig-Holstein,23.4938,24
2784,2020-04-21,Thüringen,2.6568,2
2785,2020-04-22,Thüringen,2.6738,3
2786,2020-04-23,Thüringen,2.6896,2
2787,2020-04-24,Thüringen,2.7034,3
2788,2020-04-25,Thüringen,2.7131,2
2789,2020-04-26,Thüringen,2.7174,2
2790,2020-04-27,Thüringen,2.7134,2
2791,2020-04-28,Thüringen,2.6967,3
2792,2020-04-29,Thüringen,2.6617,3
2793,2020-04-30,Thüringen,2.6031,2
2794,2020-05-01,Thüringen,2.5166,5
2795,2020-05-02,Thüringen,2.3964,5
2796,2020-05-03,Thüringen,2.242,3
2797,2020-05-04,Thüringen,2.0577,4
2798,2020-05-05,Thüringen,1.8497,2
2799,2020-05-06,Thüringen,1.6279,1
2800,2020-05-07,Thüringen,1.4024,1
2801,2020-05-08,Thüringen,1.1823,0
2802,2020-05-09,Thüringen,0.9756,0
2803,2020-05-10,Thüringen,0.7883,0
2804,2020-05-11,Thüringen,0.624,0
2805,2020-05-12,Thüringen,0.4852,0
2806,2020-05-13,Thüringen,0.3728,0
2807,2020-05-14,Thüringen,0.2868,0
2808,2020-05-15,Thüringen,0.2265,0
2809,2020-05-16,Thüringen,0.1908,0
2810,2020-05-17,Thüringen,0.1778,0
2811,2020-05-18,Thüringen,0.1854,0
2812,2020-05-19,Thüringen,0.2112,0
2813,2020-05-20,Thüringen,0.2524,0
2814,2020-05-21,Thüringen,0.3057,0
2815,2020-05-22,Thüringen,0.3673,0
2816,2020-05-23,Thüringen,0.4328,1
2817,2020-05-24,Thüringen,0.4972,1
2818,2020-05-25,Thüringen,0.5564,1
2819,2020-05-26,Thüringen,0.6076,1
2820,2020-05-27,Thüringen,0.6486,1
2821,2020-05-28,Thüringen,0.6781,1
2822,2020-05-29,Thüringen,0.6956,1
2823,2020-05-30,Thüringen,0.701,1
2824,2020-05-31,Thüringen,0.6951,1
2825,2020-06-01,Thüringen,0.6791,1
2826,2020-06-02,Thüringen,0.6549,0
2827,2020-06-03,Thüringen,0.6249,0
2828,2020-06-04,Thüringen,0.5905,0
2829,2020-06-05,Thüringen,0.5514,1
2830,2020-06-06,Thüringen,0.5066,1
2831,2020-06-07,Thüringen,0.4556,1
2832,2020-06-08,Thüringen,0.3992,1
2833,2020-06-09,Thüringen,0.339,0
2834,2020-06-10,Thüringen,0.2781,0
2835,2020-06-11,Thüringen,0.2186,0
2836,2020-06-12,Thüringen,0.1623,0
2837,2020-06-13,Thüringen,0.1104,0
2838,2020-06-14,Thüringen,0.0639,0
2839,2020-06-15,Thüringen,0.0236,0
2840,2020-06-16,Thüringen,,0
2841,2020-06-17,Thüringen,,0
2842,2020-06-18,Thüringen,,0
2843,2020-06-19,Thüringen,,0
2844,2020-06-20,Thüringen,,0
2845,2020-06-21,Thüringen,,0
2846,2020-06-22,Thüringen,,0
2847,2020-06-23,Thüringen,,0
2848,2020-06-24,Thüringen,0.0434,0
2849,2020-06-25,Thüringen,0.1044,0
2850,2020-06-26,Thüringen,0.1811,0
2851,2020-06-27,Thüringen,0.2746,0
2852,2020-06-28,Thüringen,0.3853,0
2853,2020-06-29,Thüringen,0.5132,0
2854,2020-06-30,Thüringen,0.6576,0
2855,2020-07-01,Thüringen,0.8167,1
2856,2020-07-02,Thüringen,0.9873,1
2857,2020-07-03,Thüringen,1.1668,1
2858,2020-07-04,Thüringen,1.3523,2
2859,2020-07-05,Thüringen,1.5408,1
2860,2020-07-06,Thüringen,1.7307,1
2861,2020-07-07,Thüringen,1.9189,1
2862,2020-07-08,Thüringen,2.1013,2
2863,2020-07-09,Thüringen,2.2716,3
2864,2020-07-10,Thüringen,2.4236,3
2865,2020-07-11,Thüringen,2.5523,3
2866,2020-07-12,Thüringen,2.654,3
2867,2020-07-13,Thüringen,2.7259,2
2868,2020-07-14,Thüringen,2.7658,3
2869,2020-07-15,Thüringen,2.7702,5
2870,2020-07-16,Thüringen,2.7358,4
2871,2020-07-17,Thüringen,2.6641,4
2872,2020-07-18,Thüringen,2.5588,3
2873,2020-07-19,Thüringen,2.4265,2
2874,2020-07-20,Thüringen,2.2747,3
2875,2020-07-21,Thüringen,2.1098,3
2876,2020-07-22,Thüringen,1.9399,1
2877,2020-07-23,Thüringen,1.7748,1
2878,2020-07-24,Thüringen,1.6223,0
2879,2020-07-25,Thüringen,1.4889,0
2880,2020-07-26,Thüringen,1.3777,0
2881,2020-07-27,Thüringen,1.2887,0
2882,2020-07-28,Thüringen,1.2194,0
2883,2020-07-29,Thüringen,1.1646,2
2884,2020-07-30,Thüringen,1.1167,2
2885,2020-07-31,Thüringen,1.0696,2
2886,2020-08-01,Thüringen,1.0192,3
2887,2020-08-02,Thüringen,0.9631,2
2888,2020-08-03,Thüringen,0.9031,1
2889,2020-08-04,Thüringen,0.8427,1
2890,2020-08-05,Thüringen,0.7858,0
2891,2020-08-06,Thüringen,0.7368,0
2892,2020-08-07,Thüringen,0.6981,0
2893,2020-08-08,Thüringen,0.6711,0
2894,2020-08-09,Thüringen,0.6553,1
2895,2020-08-10,Thüringen,0.6494,1
2896,2020-08-11,Thüringen,0.6523,1
2897,2020-08-12,Thüringen,0.6639,1
2898,2020-08-13,Thüringen,0.6847,0
2899,2020-08-14,Thüringen,0.7159,0
2900,2020-08-15,Thüringen,0.7573,0
2901,2020-08-16,Thüringen,0.8073,1
2902,2020-08-17,Thüringen,0.8627,1
2903,2020-08-18,Thüringen,0.9208,1
2904,2020-08-19,Thüringen,0.9791,1
2905,2020-08-20,Thüringen,1.0354,2
2906,2020-08-21,Thüringen,1.0873,2
2907,2020-08-22,Thüringen,1.1344,1
2908,2020-08-23,Thüringen,1.1784,1
2909,2020-08-24,Thüringen,1.2203,0
2910,2020-08-25,Thüringen,1.2611,0
2911,2020-08-26,Thüringen,1.2991,2
2912,2020-08-27,Thüringen,1.3303,2
2913,2020-08-28,Thüringen,1.352,3
2914,2020-08-29,Thüringen,1.3627,3
2915,2020-08-30,Thüringen,1.3644,1
2916,2020-08-31,Thüringen,1.3624,1
2917,2020-09-01,Thüringen,1.361,0
2918,2020-09-02,Thüringen,1.3641,0
2919,2020-09-03,Thüringen,1.3726,0
2920,2020-09-04,Thüringen,1.3849,2
2921,2020-09-05,Thüringen,1.3966,2
2922,2020-09-06,Thüringen,1.4043,2
2923,2020-09-07,Thüringen,1.4062,2
2924,2020-09-08,Thüringen,1.4014,3
2925,2020-09-09,Thüringen,1.3902,2
2926,2020-09-10,Thüringen,1.3763,2
2927,2020-09-11,Thüringen,1.3643,2
2928,2020-09-12,Thüringen,1.3605,2
2929,2020-09-13,Thüringen,1.372,2
2930,2020-09-14,Thüringen,1.4075,0
2931,2020-09-15,Thüringen,1.4767,0
2932,2020-09-16,Thüringen,1.5868,0
2933,2020-09-17,Thüringen,1.7418,1
2934,2020-09-18,Thüringen,1.9426,2
2935,2020-09-19,Thüringen,2.1886,2
2936,2020-09-20,Thüringen,2.4793,3
2937,2020-09-21,Thüringen,2.8139,3
2938,2020-09-22,Thüringen,3.1927,3
2939,2020-09-23,Thüringen,3.6161,2
2940,2020-09-24,Thüringen,4.0844,3
2941,2020-09-25,Thüringen,4.5944,2
2942,2020-09-26,Thüringen,5.1411,1
2943,2020-09-27,Thüringen,5.7139,4
2944,2020-09-28,Thüringen,6.2942,5
2945,2020-09-29,Thüringen,6.8599,9
2946,2020-09-30,Thüringen,7.3862,10
2947,2020-10-01,Thüringen,7.8528,11
2948,2020-10-02,Thüringen,8.2445,13
2949,2020-10-03,Thüringen,8.5522,12
2950,2020-10-04,Thüringen,8.7768,11
2951,2020-10-05,Thüringen,8.9256,10
2952,2020-10-06,Thüringen,9.0105,9
2953,2020-10-07,Thüringen,9.0458,8
2954,2020-10-08,Thüringen,9.0455,8
2955,2020-10-09,Thüringen,9.0215,9
2956,2020-10-10,Thüringen,8.9839,6
2957,2020-10-11,Thüringen,8.9423,7
